strain,type,rating,effects_1,effects_2,effects_3,effects_4,effects_5,flavor_1,flavor_2,flavor_3,flavor_4
Afpak,hybrid,4.2,Relaxed,Creative,Focused,Sleepy,Happy,Pine,Spicy/Herbal,Earthy,
African,sativa,3.9,Euphoric,Energetic,Aroused,Tingly,Creative,Spicy/Herbal,Pungent,Pepper,
Afrikaner,sativa,0,None,,,,,None,,,
Afternoon-Delight,hybrid,4.8,Talkative,Relaxed,Uplifted,Tingly,Creative,Pungent,Citrus,Tropical,
Afwreck,hybrid,4.2,Euphoric,Happy,Uplifted,Relaxed,Sleepy,Earthy,Pine,Pungent,
Agent-Orange,hybrid,4.2,Happy,Uplifted,Relaxed,Energetic,Euphoric,Citrus,Orange,Earthy,
Jimi-Hendrix,hybrid,4.7,Uplifted,Hungry,Creative,Euphoric,Happy,Citrus,Sweet,Earthy,
Agent-Tangie,hybrid,4.5,Uplifted,Happy,Creative,Euphoric,Focused,Skunk,Citrus,Orange,
Jock-Horror,sativa,4.1,Euphoric,Happy,Hungry,Energetic,Creative,Sweet,Berry,Earthy,
Air-Jordan-Og,indica,4.5,Happy,Relaxed,Euphoric,Sleepy,Tingly,Diesel,Pine,Spicy/Herbal,
Johnnys-Tonic,sativa,4.9,Happy,Giggly,Relaxed,Focused,Talkative,Flowery,Earthy,Skunk,
Ak-47,hybrid,4.2,Happy,Relaxed,Uplifted,Euphoric,Energetic,Earthy,Pungent,Woody,
Joliet-Jake,indica,4.8,Relaxed,Sleepy,Euphoric,,,Berry,Sweet,Menthol,
Ak-48,hybrid,4,Happy,Energetic,Uplifted,Creative,Relaxed,Earthy,Pungent,Citrus,
Jolly-Rancher,hybrid,4.3,Euphoric,Happy,Giggly,Tingly,Creative,Sweet,Pungent,Berry,
Jt15,indica,5,Relaxed,Sleepy,Happy,Hungry,Uplifted,,,,
Juicy-Fruit,hybrid,4.1,Happy,Euphoric,Relaxed,Uplifted,Energetic,Citrus,Earthy,Sweet,
Alice-In-Wonderland,sativa,4.5,Focused,Euphoric,Happy,Uplifted,Relaxed,Pine,Mint,Sweet,
Juicy-Jack,hybrid,4.3,Uplifted,Happy,Euphoric,Creative,Talkative,Earthy,Sweet,Citrus,
Juliet,hybrid,4.5,Happy,Uplifted,Energetic,Euphoric,Relaxed,Pine,Sweet,Earthy,
Julius-Caesar,hybrid,4.5,Happy,Euphoric,Uplifted,Relaxed,Focused,Earthy,Pine,Sweet,
Alien-Abduction,hybrid,3.8,Happy,Relaxed,Focused,Uplifted,Creative,Earthy,Nutty,Sweet,
Jungle-Juice,hybrid,4.4,Relaxed,Happy,Creative,Sleepy,Energetic,Flowery,Citrus,Tree,Fruit
Alien-Apparition,hybrid,4,Hungry,Energetic,Euphoric,Aroused,Tingly,Sweet,Pungent,Skunk,
Jupiter-Og,indica,4.4,Relaxed,Sleepy,Euphoric,Happy,Hungry,Pungent,Diesel,Sweet,
Alaska,sativa,4.6,Relaxed,Sleepy,Euphoric,Focused,Happy,Earthy,Woody,Pine,
Josh-D-Og,indica,3.7,Aroused,Tingly,Uplifted,Creative,Euphoric,Berry,Blueberry,Blue,Cheese
Alaska-Thunder-Grape,hybrid,5,Tingly,Uplifted,Creative,Euphoric,Focused,Pepper,Strawberry,Grape,
Alaskan-Ice,sativa,4.4,Euphoric,Uplifted,Happy,Relaxed,Energetic,Sweet,Earthy,Spicy/Herbal,
Alaskan-Thunder-Fuck,sativa,4.4,Happy,Euphoric,Relaxed,Uplifted,Energetic,Earthy,Woody,Pine,
Albert-Walker,hybrid,4.7,Relaxed,Euphoric,Happy,Uplifted,Hungry,Earthy,Mango,Blueberry,
Alchemy,hybrid,4.8,Relaxed,Sleepy,Uplifted,Hungry,Tingly,Cheese,Sweet,Spicy/Herbal,
Jr,indica,4.5,Relaxed,Happy,Euphoric,Hungry,Sleepy,Pungent,Earthy,Sweet,
Alf,hybrid,5,Relaxed,Creative,Euphoric,Giggly,Happy,Diesel,Tropical,Pungent,
Js-Famous-Kush,hybrid,4,Focused,Hungry,Relaxed,,,Pepper,Earthy,Skunk,
Kaia-Kush,hybrid,4.7,Relaxed,Happy,Euphoric,Tingly,Uplifted,Lemon,Sweet,Pungent,
Kalalau-Kush,hybrid,5,Tingly,Uplifted,Euphoric,Happy,Creative,Sweet,Tropical,Pineapple,
Kalashnikova,hybrid,4.3,Relaxed,Happy,Energetic,Hungry,Sleepy,Sweet,Citrus,Earthy,
Kaleidos-Dope,hybrid,4,None,,,,,None,,,
Kali-47,sativa,5,Uplifted,Creative,Energetic,Euphoric,Happy,Sweet,Vanilla,,
Kali-China,indica,4.2,Creative,Relaxed,Euphoric,Sleepy,Talkative,Spicy/Herbal,Minty,Pepper,
Kali-Dog,hybrid,4.8,Relaxed,Uplifted,Happy,Focused,Energetic,Citrus,Lemon,Diesel,
Kali-Mist,sativa,4.1,Energetic,Focused,Uplifted,Euphoric,Creative,Woody,Earthy,Citrus,
Kandahar,indica,4.7,Relaxed,Sleepy,Euphoric,Uplifted,Giggly,Apricot,Earthy,Spicy/Herbal,
Bcn-Diesel,hybrid,5,Sleepy,Focused,Happy,Hungry,,None,,,
Kandy-Kush,hybrid,4.3,Happy,Relaxed,Uplifted,Euphoric,Hungry,Sweet,Citrus,Lemon,
Kaptns-Grand-Dream,hybrid,4,Uplifted,Euphoric,Giggly,Happy,Relaxed,Ammonia,Blueberry,Grape,
Karma-Bitch,hybrid,4.4,Uplifted,Creative,Happy,Focused,Relaxed,Earthy,Coffee,Tea,
Bear-Dance,hybrid,4.8,Uplifted,Euphoric,Giggly,Happy,Energetic,Earthy,Minty,Sweet,
Katsu-Bubba-Kush,indica,4.4,Relaxed,Uplifted,Happy,Euphoric,Giggly,Lime,Sweet,Minty,
Beast-Mode-20,indica,4.5,Relaxed,Sleepy,Tingly,Happy,Euphoric,Earthy,Woody,Berry,
Katsu-Kush,indica,4.1,Relaxed,Sleepy,Euphoric,Happy,Uplifted,Earthy,Sweet,Woody,
Beast-Mode-Og,hybrid,4.4,Relaxed,Euphoric,Uplifted,Talkative,Happy,Pine,Apricot,Earthy,
Kauai-Electric,sativa,4.8,Creative,Energetic,Happy,Focused,Uplifted,Orange,Tree,Fruit,Sweet
Bedford-Glue,hybrid,5,Happy,Uplifted,Euphoric,Giggly,Relaxed,Pepper,Pine,Sage,
Congo,sativa,5,Uplifted,Energetic,Euphoric,Happy,Talkative,Ammonia,Diesel,Sweet,
Connie-Chung,hybrid,4.2,Uplifted,Relaxed,Happy,Sleepy,Creative,Sweet,Earthy,Pine,
Conspiracy-Kush,indica,4.6,Relaxed,Happy,Sleepy,Uplifted,Giggly,Spicy/Herbal,Berry,Earthy,
Kc-33,hybrid,4.4,Relaxed,Tingly,Euphoric,Happy,Hungry,Citrus,Lemon,Sweet,
Cookie-Breath,hybrid,5,Happy,Relaxed,Uplifted,Giggly,Euphoric,Sweet,Pungent,Earthy,
Dream-Star,hybrid,4.8,Euphoric,Creative,Uplifted,Talkative,Relaxed,Earthy,Woody,Sweet,
Dreamers-Glass,hybrid,4.4,Uplifted,Euphoric,Creative,Relaxed,Giggly,Earthy,Skunk,Sweet,
Drizella,sativa,4.8,Uplifted,Energetic,Happy,Euphoric,Giggly,Sweet,Earthy,Pungent,
Duke-Nukem,hybrid,4.4,Creative,Happy,Energetic,Focused,Euphoric,Sweet,Pungent,Earthy,
Bedica,indica,4.3,Relaxed,Sleepy,Hungry,Focused,Euphoric,Pungent,Cheese,Woody,
Fred-Flipn-Stoned,indica,5,Happy,Relaxed,Sleepy,Tingly,Euphoric,Spicy/Herbal,Sage,Tree,Fruit
Freezeland,indica,3.6,Relaxed,Sleepy,Focused,Talkative,Happy,Pine,Woody,Earthy,
Frida,indica,4.9,Relaxed,Happy,Creative,Sleepy,Aroused,Lemon,Earthy,Pine,
Frisian-Dew,hybrid,4.2,Euphoric,Relaxed,Happy,Uplifted,Tingly,Sweet,Citrus,Pungent,
Frisian-Duck,hybrid,4.4,Euphoric,Hungry,Relaxed,Sleepy,Happy,Sweet,Citrus,Woody,
Frostbite,sativa,4.3,Sleepy,Tingly,Happy,Relaxed,Uplifted,Earthy,Skunk,Berry,
Frosted-Freak,hybrid,4.8,Happy,Relaxed,Focused,Euphoric,Uplifted,Flowery,Lime,Vanilla,
Frosty,indica,4.4,Sleepy,Relaxed,Creative,Hungry,Happy,Earthy,Sweet,Skunk,
Frosty-Jesus,hybrid,5,None,,,,,None,,,
Fruit-Loops,hybrid,4.5,Relaxed,Happy,Uplifted,Euphoric,Focused,Sweet,Berry,Lemon,
Fruit-Punch,sativa,4.6,Happy,Energetic,Creative,Focused,Uplifted,Sweet,Berry,Skunk,
Fruit-Spirit,hybrid,4.4,Focused,Happy,Relaxed,Euphoric,Sleepy,Earthy,Blueberry,Sweet,
Fruity-Chronic-Juice,indica,4.2,Relaxed,Euphoric,Happy,Uplifted,Creative,Citrus,Grapefruit,Tropical,
Fruity-Pebbles,hybrid,4.4,Happy,Relaxed,Uplifted,Euphoric,Giggly,Sweet,Tropical,Berry,
Fruity-Widow,hybrid,4.9,Relaxed,Sleepy,Happy,Hungry,Talkative,Sweet,Blueberry,,
Durban-Berry,hybrid,4.6,Focused,Relaxed,Happy,Creative,Uplifted,Pine,Citrus,Lemon,
Fruitylicious,indica,4,Relaxed,Happy,Euphoric,Uplifted,Aroused,Sweet,Blueberry,Minty,
Durban-Cheese,hybrid,4.2,Hungry,Euphoric,Uplifted,Giggly,Relaxed,Blue,Cheese,Cheese,Earthy
Fucking-Incredible,indica,4.3,Relaxed,Happy,Euphoric,Hungry,Giggly,Earthy,Pungent,Woody,
Full-Moon,sativa,4.9,Aroused,Creative,Euphoric,Happy,Uplifted,Spicy/Herbal,Citrus,Earthy,
Funfetti,hybrid,4.8,Happy,Relaxed,Euphoric,Energetic,Uplifted,Berry,Woody,Earthy,
Funky-Monkey,indica,4.4,Relaxed,Tingly,Happy,Giggly,Uplifted,Grape,Earthy,Berry,
Alien-Inferno,hybrid,4.8,Happy,Talkative,Euphoric,Uplifted,Energetic,Pine,Diesel,Earthy,
Kc-36,indica,4.2,Sleepy,Relaxed,Uplifted,Euphoric,Hungry,Sweet,Blueberry,Grape,
Kelly-Hill-Gold,indica,5,Happy,Energetic,Euphoric,Talkative,Aroused,Pepper,Earthy,Coffee,
Kens-Kush,hybrid,4.2,Relaxed,Happy,Euphoric,Uplifted,Hungry,Earthy,Skunk,Spicy/Herbal,
Kerala-Krush,sativa,4.6,Energetic,Happy,Hungry,Focused,Relaxed,Mango,Sweet,Orange,
Key-Lime-Haze,sativa,4.2,Happy,Uplifted,Euphoric,Energetic,Relaxed,Lime,Citrus,Sweet,
Key-Lime-Pie,hybrid,4.5,Happy,Relaxed,Uplifted,Sleepy,Creative,Lime,Sweet,Citrus,
Khalifa-Kush,hybrid,4.7,Happy,Relaxed,Uplifted,Euphoric,Creative,Earthy,Pine,Lemon,
Khola,hybrid,4.2,Giggly,Hungry,Aroused,Euphoric,Uplifted,,,,
Khufu,indica,4.2,Relaxed,Euphoric,Happy,Focused,Sleepy,Pungent,Sweet,Woody,
Kid-N-Cookies,hybrid,4.6,Happy,Relaxed,Tingly,Giggly,Hungry,Earthy,Pine,Skunk,
Kilimanjaro,sativa,4.5,Happy,Focused,Uplifted,Creative,Energetic,Lemon,Earthy,Spicy/Herbal,
Kill-Bill,hybrid,4.4,Relaxed,Sleepy,Euphoric,Hungry,Tingly,Pine,Diesel,Sage,
Killer-Grape,hybrid,4.6,Euphoric,Uplifted,Happy,Sleepy,Tingly,Sweet,Grape,Tropical,
Killer-Queen,hybrid,4.3,Happy,Energetic,Creative,Uplifted,Talkative,Citrus,Sweet,Tropical,
Killing-Fields,sativa,4.5,Energetic,Happy,Focused,Euphoric,Uplifted,Lemon,Citrus,Pungent,
Kimbo-Kush,hybrid,4.5,Relaxed,Sleepy,Happy,Focused,Uplifted,Earthy,Sweet,Pungent,
King-Cake,hybrid,4.8,Relaxed,Euphoric,Uplifted,Happy,Aroused,Sweet,Vanilla,Skunk,
Cookie-Dough,hybrid,4.5,Relaxed,Happy,Euphoric,Giggly,Hungry,Sweet,Earthy,Vanilla,
King-Kong,hybrid,4.2,Happy,Focused,Giggly,Relaxed,Uplifted,Earthy,Flowery,Pungent,
King-Kush,indica,4.3,Relaxed,Happy,Hungry,Euphoric,Sleepy,Diesel,Sweet,Earthy,
King-Louis,indica,4.6,Relaxed,Sleepy,Happy,Euphoric,Hungry,Earthy,Woody,Pine,
Cookie-Jar,hybrid,4.6,Relaxed,Sleepy,Euphoric,Hungry,Uplifted,Pungent,Sweet,Flowery,
Cookie-Monster,indica,4.5,Relaxed,Happy,Hungry,Sleepy,Euphoric,Sweet,Earthy,Flowery,
Cookie-Wreck,hybrid,4.6,Happy,Relaxed,Euphoric,Uplifted,Focused,Sweet,Earthy,Pungent,
Cookies-And-Cream,hybrid,4.6,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Sweet,Vanilla,Earthy,
Kings-Bread,sativa,4.2,Focused,Relaxed,Creative,Uplifted,Euphoric,Earthy,Citrus,Lemon,
Kiss,hybrid,4,None,,,,,None,,,
Kiwiskunk,indica,3.9,Happy,Hungry,Sleepy,Aroused,Tingly,Spicy/Herbal,Pungent,Woody,
Kobain-Kush,indica,4.3,Hungry,Aroused,Relaxed,Happy,Euphoric,Earthy,Ammonia,Chestnut,
Kona-Gold,sativa,4.4,Happy,Uplifted,Energetic,Euphoric,Giggly,Tropical,Pineapple,Orange,
Kong,hybrid,4.7,Relaxed,Happy,Sleepy,Euphoric,Hungry,Earthy,Woody,Skunk,
Kool-Aid-Smile,indica,4.8,Relaxed,Happy,Talkative,Uplifted,Creative,Sage,Berry,Grape,
Kosher-Kush,indica,4.5,Relaxed,Sleepy,Happy,Euphoric,Hungry,Earthy,Pungent,Woody,
Kosher-Tangie,hybrid,4.5,Happy,Relaxed,Uplifted,Creative,Euphoric,Citrus,Pine,Orange,
Krakatoa,hybrid,4,Energetic,Euphoric,Sleepy,Uplifted,Happy,,,,
Kraken,indica,4.4,Euphoric,Happy,Creative,Energetic,Relaxed,Butter,Citrus,Cheese,
Krishna-Kush,indica,4.9,Relaxed,Happy,Giggly,Aroused,Sleepy,Sweet,Berry,Lavender,
Kryptonite,indica,4.3,Relaxed,Happy,Euphoric,Creative,Giggly,Flowery,Tropical,Sweet,
Kt-Dawg,hybrid,4.8,Uplifted,Happy,Relaxed,Giggly,Euphoric,Sweet,Flowery,Earthy,
Kuato,hybrid,5,Talkative,Euphoric,Aroused,Tingly,Uplifted,Sweet,Orange,Pungent,
Kubbie-Kush,indica,3,Relaxed,Sleepy,Euphoric,Happy,,Berry,Blueberry,Flowery,
Kuchi,hybrid,3.6,Aroused,Creative,Energetic,Euphoric,Focused,Sweet,Earthy,Lemon,
Kurple-Fantasy,hybrid,4.7,Relaxed,Uplifted,Happy,Euphoric,Tingly,Earthy,Grape,Flowery,
Kush-Cleaner,hybrid,4.6,Relaxed,Euphoric,Aroused,Creative,Energetic,Woody,Pine,Diesel,
Kush-N-Cheese,hybrid,4,Relaxed,Focused,Uplifted,Sleepy,Happy,Sweet,Lemon,Cheese,
Kush-Rise,hybrid,3.5,Relaxed,Creative,Euphoric,,,None,,,
Kushadelic,indica,4.5,Relaxed,Sleepy,Euphoric,Uplifted,Focused,Pungent,Pine,Earthy,
Kushage,hybrid,4.4,Relaxed,Happy,Euphoric,Hungry,Tingly,Earthy,Sage,Spicy/Herbal,
Kushashima,hybrid,4,Relaxed,Sleepy,Uplifted,Creative,Energetic,Pungent,Pine,Sweet,
Kushberry,indica,4.3,Relaxed,Sleepy,Happy,Uplifted,Creative,Berry,Earthy,Lemon,
La-Chocolat,hybrid,4.5,Relaxed,Happy,Euphoric,Sleepy,Hungry,Earthy,Coffee,Sweet,
La-Confidential,indica,4.3,Relaxed,Happy,Sleepy,Euphoric,Uplifted,Sweet,Earthy,Pine,
La-Jack,hybrid,3.7,Euphoric,Creative,Relaxed,Sleepy,Tingly,Berry,Apple,Blueberry,
La-Kookies,hybrid,4.7,Hungry,Relaxed,Happy,Creative,Talkative,Earthy,Coffee,Berry,
La-Kush,hybrid,4.5,Relaxed,Happy,Creative,Uplifted,Euphoric,Menthol,Pungent,Pine,
La-Nina,sativa,4.7,Uplifted,Creative,Energetic,Talkative,Euphoric,Sweet,Earthy,,
La-Og,indica,4.4,Relaxed,Euphoric,Sleepy,Happy,Tingly,Earthy,Berry,Flowery,
La-Sunshine,hybrid,4.7,Uplifted,Energetic,Happy,Euphoric,Creative,Citrus,Earthy,Spicy/Herbal,
La-Ultra,indica,4.7,Relaxed,Euphoric,Happy,Sleepy,Tingly,Lemon,Chemical,Diesel,
La-Woman,hybrid,4.2,Relaxed,Euphoric,Tingly,Happy,Sleepy,Earthy,Pungent,Pine,
Lady-Liberty,hybrid,4.2,Sleepy,Hungry,Relaxed,,,Sweet,,,
Ladyburn-1974,hybrid,4,Relaxed,Sleepy,Creative,Giggly,Hungry,Earthy,Pepper,Ammonia,
Lak-Federal-Reserve,indica,5,Relaxed,Tingly,Hungry,Uplifted,Creative,Lemon,Earthy,Sweet,
Lake-Of-Fire,hybrid,4.6,Euphoric,Uplifted,Happy,Relaxed,Aroused,Diesel,Pine,Earthy,
Lamb-S-Bread,sativa,4.4,Euphoric,Creative,Happy,Uplifted,Energetic,Earthy,Woody,Pungent,
Lambo-Og,hybrid,4.5,Happy,Euphoric,Sleepy,Hungry,Relaxed,Tropical,Sweet,Ammonia,
Lamborghini,hybrid,4,Relaxed,Sleepy,Euphoric,Happy,Uplifted,Diesel,Pine,Lime,
Alien-Asshat,hybrid,4.8,Euphoric,Creative,Giggly,Relaxed,Happy,Pungent,Citrus,Earthy,
Alien-Bubba,indica,5,Relaxed,Sleepy,Euphoric,Happy,Uplifted,Earthy,Woody,Sweet,
K-Train,indica,4.4,Euphoric,Happy,Uplifted,Relaxed,Creative,Citrus,Tree,Fruit,Lemon
K1,hybrid,4.1,Happy,Focused,Energetic,Euphoric,Relaxed,Pine,Chemical,Ammonia,
Alien-Dawg,indica,4.3,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Earthy,Pungent,Woody,
K2,hybrid,4,Relaxed,Happy,Giggly,Hungry,Sleepy,Earthy,Citrus,Sweet,
Alien-Dutchess,sativa,4.2,Euphoric,Relaxed,Uplifted,Focused,Happy,Sweet,Berry,Blueberry,
Kaboom,sativa,4.5,Energetic,Happy,Uplifted,Creative,Euphoric,Lemon,Pine,Earthy,
Alien-Hallucination,hybrid,4.1,Happy,Relaxed,Giggly,Aroused,Hungry,Sweet,Earthy,Diesel,
Kahuna,indica,4.2,Uplifted,Euphoric,Relaxed,Creative,Focused,Sweet,Orange,Tropical,
Lapd,hybrid,4.7,Uplifted,Energetic,Happy,Relaxed,Creative,Diesel,Pepper,Pungent,
Larry-Bird-Kush,hybrid,4.9,Relaxed,Euphoric,Energetic,Happy,Uplifted,Sweet,Orange,Earthy,
Larry-Og,hybrid,4.3,Relaxed,Happy,Uplifted,Euphoric,Sleepy,Lemon,Pine,Citrus,
Las-Vegas-Purple-Kush-Bx,indica,5,Sleepy,Happy,Relaxed,Aroused,Creative,None,,,
Lashkar-Gah,indica,4.7,Relaxed,Euphoric,Sleepy,Hungry,Happy,Earthy,Pungent,Sweet,
Laughing-Buddha,sativa,4.4,Happy,Euphoric,Uplifted,Energetic,Giggly,Tropical,Sweet,Spicy/Herbal,
Laughing-Gas,hybrid,0,Energetic,Giggly,Happy,Talkative,Tingly,None,,,
Lavender,indica,4.1,Relaxed,Happy,Sleepy,Uplifted,Euphoric,Lavender,Flowery,Sweet,
Lavender-Haze,sativa,4.1,Euphoric,Uplifted,Energetic,Happy,Relaxed,Lavender,Flowery,Earthy,
Lavender-Jones,hybrid,4.4,Happy,Relaxed,Euphoric,Uplifted,Creative,Lavender,Earthy,Sweet,
Lazy-Train,hybrid,0,None,,,,,None,,,
Le-Silver-Royale,hybrid,4.5,Uplifted,Talkative,Euphoric,Happy,Energetic,Skunk,Cheese,Woody,
Leagle-Eagle,hybrid,4.7,Energetic,Creative,Talkative,Focused,Uplifted,Sweet,Diesel,Skunk,
Leda-Uno,sativa,5,Tingly,Focused,Hungry,,,None,,,
Lee-Roy,indica,4.7,Relaxed,Euphoric,Sleepy,Uplifted,Tingly,Lime,Lemon,Citrus,
Legalized-Og,hybrid,4.8,Hungry,Sleepy,Relaxed,Happy,Focused,Pungent,Chemical,Spicy/Herbal,
Legend-Of-Nigeria,sativa,0,None,,,,,None,,,
Legend-Og,indica,4.6,Relaxed,Sleepy,Happy,Creative,Focused,Pungent,Earthy,Pine,
Legendary-Lemon,sativa,4,Aroused,Euphoric,Relaxed,Creative,Sleepy,Apricot,Chemical,Blueberry,
Lem-Chem,hybrid,4,Energetic,Focused,Hungry,,,,,,
Lemon-Alien-Dawg,hybrid,4.5,Relaxed,Creative,Focused,Aroused,Sleepy,Pungent,Pine,Earthy,
Lemon-Bananas,hybrid,5,Talkative,Tingly,Uplifted,Creative,Energetic,Spicy/Herbal,Lime,Lemon,
Lemon-Bubble,sativa,4.6,Happy,Energetic,Talkative,Euphoric,Uplifted,Lemon,Citrus,Sweet,
Lemon-Cake,sativa,4.3,Relaxed,Uplifted,Happy,Energetic,Euphoric,Lemon,Cheese,Sweet,
Lemon-Crme,sativa,0,None,,,,,None,,,
Lemon-Daddy,hybrid,4.1,Energetic,Happy,Focused,Giggly,Relaxed,Lemon,Citrus,Earthy,
Lemon-Diesel,hybrid,4.2,Euphoric,Happy,Relaxed,Creative,Energetic,Lemon,Diesel,Citrus,
Lemon-Drop,hybrid,4.1,Happy,Euphoric,Focused,Uplifted,Relaxed,Lemon,Citrus,Pine,
Lemon-Fire,hybrid,4.7,Happy,Uplifted,Energetic,Euphoric,Focused,Citrus,Lemon,Earthy,
Lemon-G,sativa,4.4,Relaxed,Euphoric,Happy,Uplifted,Creative,Lemon,Sweet,Pungent,
Lemon-Haze,sativa,4.3,Happy,Uplifted,Euphoric,Energetic,Relaxed,Lemon,Citrus,Sweet,
Lemon-Ice,sativa,4.6,Energetic,Euphoric,Happy,Creative,Focused,Lemon,Citrus,Diesel,
Lemon-Jack,sativa,4.4,Focused,Energetic,Happy,Uplifted,Creative,Lemon,Citrus,Sweet,
Lemon-Jeffery,hybrid,4.5,None,,,,,Sweet,Citrus,Lemon,
Lemon-Kush,hybrid,4.1,Relaxed,Happy,Euphoric,Uplifted,Energetic,Lemon,Citrus,Earthy,
Lemon-Larry-Lavender,hybrid,4.1,Relaxed,Focused,Giggly,Uplifted,Creative,Citrus,Lemon,Lavender,
Lemon-Marmalade,hybrid,4.8,Uplifted,Happy,Euphoric,Relaxed,Tingly,Lemon,Diesel,Sweet,
Lemon-Meringue,sativa,4.7,Uplifted,Happy,Energetic,Creative,Relaxed,Lemon,Citrus,Sweet,
Lemon-Og,hybrid,4.3,Relaxed,Euphoric,Happy,Sleepy,Uplifted,Lemon,Citrus,Earthy,
Lemon-Og-Haze,hybrid,4.5,Energetic,Happy,Focused,Euphoric,Creative,Lemon,Citrus,Lime,
Lemon-Pie,sativa,4.2,Energetic,Euphoric,Uplifted,Talkative,Happy,Lemon,Citrus,Diesel,
Burkle,indica,4.9,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Berry,Flowery,Pungent,
Durban-Cookies,sativa,4.5,Happy,Uplifted,Euphoric,Relaxed,Hungry,Sweet,Earthy,Woody,
Durban-Poison,sativa,4.4,Energetic,Happy,Uplifted,Euphoric,Focused,Earthy,Sweet,Pine,
Durga-Mata,indica,4.9,Relaxed,Happy,Giggly,Uplifted,Creative,Minty,Earthy,Citrus,
Lemon-Sativa,sativa,4.2,Happy,Euphoric,Energetic,Creative,Focused,Lemon,Citrus,Earthy,
Lemon-Skunk,hybrid,4.3,Happy,Uplifted,Relaxed,Euphoric,Focused,Lemon,Skunk,Citrus,
Lemon-Thai,sativa,4.1,Focused,Happy,Creative,Talkative,Energetic,Lemon,Citrus,Earthy,
Lemon-Walker-Og,hybrid,4.4,Relaxed,Uplifted,Happy,Focused,Energetic,Citrus,Lemon,Pungent,
Lemon-Wreck,hybrid,4.1,Relaxed,Creative,Euphoric,Tingly,Focused,Lemon,Citrus,Diesel,
Lemonberry,hybrid,4.3,Euphoric,Energetic,Giggly,Happy,Creative,Lemon,Sweet,Blueberry,
Dutch-Crunch,hybrid,4.2,Tingly,Focused,Hungry,Relaxed,Aroused,Spicy/Herbal,Pepper,Citrus,
Dutch-Dragon,sativa,4.5,Euphoric,Relaxed,Happy,Creative,Focused,Citrus,Sweet,Mint,
Dutch-Hawaiian,sativa,4.3,Happy,Relaxed,Uplifted,Euphoric,Energetic,Citrus,Sweet,Tropical,
Dutch-Haze,sativa,4,Relaxed,Energetic,Creative,Happy,Aroused,Citrus,Earthy,,
Burmese-Kush,hybrid,4.2,Uplifted,Relaxed,Happy,Euphoric,Creative,Earthy,Pine,Pungent,
Dutch-Kush,indica,3.9,Hungry,Relaxed,Sleepy,Giggly,Creative,Coffee,Berry,Flowery,
Burnt-Cookies,hybrid,0,None,,,,,None,,,
Dutch-Queen,hybrid,4.4,Happy,Relaxed,Tingly,Talkative,Euphoric,Sweet,Earthy,Pungent,
Dutch-Thunder-Fuck,hybrid,4.9,Uplifted,Euphoric,Talkative,Relaxed,Creative,Earthy,Citrus,Lemon,
Dutch-Treat,hybrid,4.3,Relaxed,Happy,Euphoric,Uplifted,Focused,Sweet,Pine,Earthy,
Butter-Og,indica,4.3,Relaxed,Sleepy,Happy,Euphoric,Giggly,Butter,Sweet,Pungent,
Dutch-Treat-Haze,hybrid,4.5,Happy,Uplifted,Relaxed,Euphoric,Energetic,Earthy,Citrus,Berry,
Butterscotch,indica,4.3,Relaxed,Euphoric,Focused,Creative,Sleepy,Pine,Citrus,Nutty,
Dutchberry,hybrid,4.5,Happy,Uplifted,Energetic,Relaxed,Creative,Berry,Sweet,Orange,
C13-Haze,sativa,4.4,Euphoric,Creative,Uplifted,Energetic,Giggly,Earthy,Pungent,Lemon,
C3,hybrid,5,None,,,,,None,,,
C3Po,hybrid,4.3,Relaxed,Hungry,Sleepy,Focused,Uplifted,Sweet,Pine,Lemon,
C4,hybrid,4.5,Relaxed,Happy,Euphoric,Creative,Uplifted,Earthy,Flowery,Lime,
Cabbage-Patch,hybrid,4.4,Relaxed,Happy,Uplifted,Giggly,Energetic,Menthol,Grapefruit,Nutty,
G13-Diesel,hybrid,4.8,Euphoric,Happy,Creative,Relaxed,Focused,Sweet,Diesel,Skunk,
G13-Haze,hybrid,4.4,Happy,Relaxed,Euphoric,Creative,Focused,Pine,Sweet,Earthy,
Alien-Kush,indica,4.2,Relaxed,Euphoric,Happy,Tingly,Uplifted,Earthy,Woody,Flowery,
G13-Widow,hybrid,4.8,Creative,Euphoric,Focused,Tingly,Sleepy,Flowery,Earthy,Lime,
Gabriel-Sherbet,hybrid,5,Euphoric,Relaxed,Uplifted,Happy,Focused,Berry,Minty,Sweet,
Alien-Og,hybrid,4.5,Relaxed,Happy,Euphoric,Uplifted,Creative,Earthy,Lemon,Citrus,
Galactic-Jack,sativa,4.6,Energetic,Uplifted,Focused,Euphoric,Relaxed,Citrus,Sweet,Flowery,
Alien-Reunion,hybrid,4.9,Euphoric,Uplifted,Happy,Relaxed,Talkative,Pungent,Skunk,Cheese,
Galactica-Og,indica,5,Euphoric,Focused,Relaxed,,,Spicy/Herbal,Earthy,Pungent,
Alien-Rift,indica,4.6,Relaxed,Happy,Euphoric,Uplifted,Hungry,Grape,Earthy,Chemical,
Game-Changer,hybrid,4.5,Relaxed,Happy,Uplifted,Euphoric,Sleepy,Earthy,Grape,Apple,
